id_number,pokedex_number,name,generation,status,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_1,egg_type_2,percentage_male,egg_cycles
305,256,Combusken,3,Normal,Young Fowl Pokémon,Fire,Fighting,0.9,19.5,Blaze,,Speed Boost,60,85,60,85,60,55,45,70,142,Medium Slow,Field,,87.5,20
306,257,Blaziken,3,Normal,Blaze Pokémon,Fire,Fighting,1.9,52,Blaze,,Speed Boost,80,120,70,110,70,80,45,70,239,Medium Slow,Field,,87.5,20
307,257,Mega Blaziken,3,Normal,Blaze Pokémon,Fire,Fighting,1.9,52,Speed Boost,,,80,160,80,130,80,100,45,70,284,Medium Slow,Field,,87.5,20
308,258,Mudkip,3,Normal,Mud Fish Pokémon,Water,,0.4,7.6,Torrent,,Damp,50,70,50,50,50,40,45,70,62,Medium Slow,Monster,Water 1,87.5,20
309,259,Marshtomp,3,Normal,Mud Fish Pokémon,Water,Ground,0.7,28,Torrent,,Damp,70,85,70,60,70,50,45,70,142,Medium Slow,Monster,Water 1,87.5,20
310,260,Swampert,3,Normal,Mud Fish Pokémon,Water,Ground,1.5,81.9,Torrent,,Damp,100,110,90,85,90,60,45,70,241,Medium Slow,Monster,Water 1,87.5,20
311,260,Mega Swampert,3,Normal,Mud Fish Pokémon,Water,Ground,1.9,102,Swift Swim,,,100,150,110,95,110,70,45,70,286,Medium Slow,Monster,Water 1,87.5,20
312,261,Poochyena,3,Normal,Bite Pokémon,Dark,,0.5,13.6,Run Away,Quick Feet,Rattled,35,55,35,30,30,35,255,70,56,Medium Fast,Field,,50,15
313,262,Mightyena,3,Normal,Bite Pokémon,Dark,,1,37,Intimidate,Quick Feet,Moxie,70,90,70,60,60,70,127,70,147,Medium Fast,Field,,50,15
314,263,Zigzagoon,3,Normal,TinyRaccoon Pokémon,Normal,,0.4,17.5,Pickup,Gluttony,Quick Feet,38,30,41,30,41,60,255,70,56,Medium Fast,Field,,50,15
315,263,Galarian Zigzagoon,3,Normal,Tiny Raccoon Pokémon,Dark,Normal,0.4,17.5,Pickup,Gluttony,Quick Feet,38,30,41,30,41,60,,,,Medium Fast,Field,,,15
316,264,Linoone,3,Normal,Rushing Pokémon,Normal,,0.5,32.5,Pickup,Gluttony,Quick Feet,78,70,61,50,61,100,90,70,147,Medium Fast,Field,,50,15
317,264,Galarian Linoone,3,Normal,Rushing Pokémon,Dark,Normal,0.5,32.5,Pickup,Gluttony,Quick Feet,78,70,61,50,61,100,,,,Medium Fast,Field,,,15
318,265,Wurmple,3,Normal,Worm Pokémon,Bug,,0.3,3.6,Shield Dust,,Run Away,45,45,35,20,30,20,255,70,56,Medium Fast,Bug,,50,15
319,266,Silcoon,3,Normal,Cocoon Pokémon,Bug,,0.6,10,Shed Skin,,,50,35,55,25,25,15,120,70,72,Medium Fast,Bug,,50,15
320,267,Beautifly,3,Normal,Butterfly Pokémon,Bug,Flying,1,28.4,Swarm,,Rivalry,60,70,50,100,50,65,45,70,178,Medium Fast,Bug,,50,15
321,268,Cascoon,3,Normal,Cocoon Pokémon,Bug,,0.7,11.5,Shed Skin,,,50,35,55,25,25,15,120,70,72,Medium Fast,Bug,,50,15
322,269,Dustox,3,Normal,Poison Moth Pokémon,Bug,Poison,1.2,31.6,Shield Dust,,Compound Eyes,60,50,70,50,90,65,45,70,173,Medium Fast,Bug,,50,15
323,270,Lotad,3,Normal,Water Weed Pokémon,Water,Grass,0.5,2.6,Swift Swim,Rain Dish,Own Tempo,40,30,30,40,50,30,255,70,44,Medium Slow,Grass,Water 1,50,15
324,271,Lombre,3,Normal,Jolly Pokémon,Water,Grass,1.2,32.5,Swift Swim,Rain Dish,Own Tempo,60,50,50,60,70,50,120,70,119,Medium Slow,Grass,Water 1,50,15
325,272,Ludicolo,3,Normal,Carefree Pokémon,Water,Grass,1.5,55,Swift Swim,Rain Dish,Own Tempo,80,70,70,90,100,70,45,70,216,Medium Slow,Grass,Water 1,50,15
326,273,Seedot,3,Normal,Acorn Pokémon,Grass,,0.5,4,Chlorophyll,Early Bird,Pickpocket,40,40,50,30,30,30,255,70,44,Medium Slow,Field,Grass,50,15
327,274,Nuzleaf,3,Normal,Wily Pokémon,Grass,Dark,1,28,Chlorophyll,Early Bird,Pickpocket,70,70,40,60,40,60,120,70,119,Medium Slow,Field,Grass,50,15
328,275,Shiftry,3,Normal,Wicked Pokémon,Grass,Dark,1.3,59.6,Chlorophyll,Early Bird,Pickpocket,90,100,60,90,60,80,45,70,216,Medium Slow,Field,Grass,50,15
329,276,Taillow,3,Normal,TinySwallow Pokémon,Normal,Flying,0.3,2.3,Guts,,Scrappy,40,55,30,30,30,85,200,70,54,Medium Slow,Flying,,50,15
330,277,Swellow,3,Normal,Swallow Pokémon,Normal,Flying,0.7,19.8,Guts,,Scrappy,60,85,60,75,50,125,45,70,159,Medium Slow,Flying,,50,15
331,278,Wingull,3,Normal,Seagull Pokémon,Water,Flying,0.6,9.5,Keen Eye,Hydration,Rain Dish,40,30,30,55,30,85,190,70,54,Medium Fast,Flying,Water 1,50,20
332,279,Pelipper,3,Normal,Water Bird Pokémon,Water,Flying,1.2,28,Keen Eye,Drizzle,Rain Dish,60,50,100,95,70,65,45,70,154,Medium Fast,Flying,Water 1,50,20
333,280,Ralts,3,Normal,Feeling Pokémon,Psychic,Fairy,0.4,6.6,Synchronize,Trace,Telepathy,28,25,25,45,35,40,235,35,40,Slow,Amorphous,Human-Like,50,20
334,281,Kirlia,3,Normal,Emotion Pokémon,Psychic,Fairy,0.8,20.2,Synchronize,Trace,Telepathy,38,35,35,65,55,50,120,35,97,Slow,Amorphous,Human-Like,50,20
335,282,Gardevoir,3,Normal,Embrace Pokémon,Psychic,Fairy,1.6,48.4,Synchronize,Trace,Telepathy,68,65,65,125,115,80,45,35,233,Slow,Amorphous,Human-Like,50,20
336,282,Mega Gardevoir,3,Normal,Embrace Pokémon,Psychic,Fairy,1.6,48.4,Pixilate,,,68,85,65,165,135,100,45,35,278,Slow,Amorphous,,50,20
337,283,Surskit,3,Normal,Pond Skater Pokémon,Bug,Water,0.5,1.7,Swift Swim,,Rain Dish,40,30,32,50,52,65,200,70,54,Medium Fast,Bug,Water 1,50,15
338,284,Masquerain,3,Normal,Eyeball Pokémon,Bug,Flying,0.8,3.6,Intimidate,,Unnerve,70,60,62,100,82,80,75,70,159,Medium Fast,Bug,Water 1,50,15
339,285,Shroomish,3,Normal,Mushroom Pokémon,Grass,,0.4,4.5,Effect Spore,Poison Heal,Quick Feet,60,40,60,40,60,35,255,70,59,Fluctuating,Fairy,Grass,50,15
340,286,Breloom,3,Normal,Mushroom Pokémon,Grass,Fighting,1.2,39.2,Effect Spore,Poison Heal,Technician,60,130,80,60,60,70,90,70,161,Fluctuating,Fairy,Grass,50,15
341,287,Slakoth,3,Normal,Slacker Pokémon,Normal,,0.8,24,Truant,,,60,60,60,35,35,30,255,70,56,Slow,Field,,50,15
342,288,Vigoroth,3,Normal,Wild Monkey Pokémon,Normal,,1.4,46.5,Vital Spirit,,,80,80,80,55,55,90,120,70,154,Slow,Field,,50,15
343,289,Slaking,3,Normal,Lazy Pokémon,Normal,,2,130.5,Truant,,,150,160,100,95,65,100,45,70,252,Slow,Field,,50,15
344,290,Nincada,3,Normal,Trainee Pokémon,Bug,Ground,0.5,5.5,Compound Eyes,,Run Away,31,45,90,30,30,40,255,70,53,Erratic,Bug,,50,15
345,291,Ninjask,3,Normal,Ninja Pokémon,Bug,Flying,0.8,12,Speed Boost,,Infiltrator,61,90,45,50,50,160,120,70,160,Erratic,Bug,,50,15
346,292,Shedinja,3,Normal,Shed Pokémon,Bug,Ghost,0.8,1.2,Wonder Guard,,,1,90,45,30,30,40,45,70,83,Erratic,Mineral,,,15
347,293,Whismur,3,Normal,Whisper Pokémon,Normal,,0.6,16.3,Soundproof,,Rattled,64,51,23,51,23,28,190,70,48,Medium Slow,Field,Monster,50,20
348,294,Loudred,3,Normal,Big Voice Pokémon,Normal,,1,40.5,Soundproof,,Scrappy,84,71,43,71,43,48,120,70,126,Medium Slow,Field,Monster,50,20
349,295,Exploud,3,Normal,Loud Noise Pokémon,Normal,,1.5,84,Soundproof,,Scrappy,104,91,63,91,73,68,45,70,221,Medium Slow,Field,Monster,50,20
350,296,Makuhita,3,Normal,Guts Pokémon,Fighting,,1,86.4,Thick Fat,Guts,Sheer Force,72,60,30,20,30,25,180,70,47,Fluctuating,Human-Like,,75,20
351,297,Hariyama,3,Normal,Arm Thrust Pokémon,Fighting,,2.3,253.8,Thick Fat,Guts,Sheer Force,144,120,60,40,60,50,200,70,166,Fluctuating,Human-Like,,75,20
352,298,Azurill,3,Normal,Polka Dot Pokémon,Normal,Fairy,0.2,2,Thick Fat,Huge Power,Sap Sipper,50,20,40,20,40,20,150,70,38,Fast,Undiscovered,,25,10
353,299,Nosepass,3,Normal,Compass Pokémon,Rock,,1,97,Sturdy,Magnet Pull,Sand Force,30,45,135,45,90,30,255,70,75,Medium Fast,Mineral,,50,20
354,300,Skitty,3,Normal,Kitten Pokémon,Normal,,0.6,11,Cute Charm,Normalize,Wonder Skin,50,45,45,35,35,50,255,70,52,Fast,Fairy,Field,25,15
355,301,Delcatty,3,Normal,Prim Pokémon,Normal,,1.1,32.6,Cute Charm,Normalize,Wonder Skin,70,65,65,55,55,90,60,70,140,Fast,Fairy,Field,25,15
356,302,Sableye,3,Normal,Darkness Pokémon,Dark,Ghost,0.5,11,Keen Eye,Stall,Prankster,50,75,75,65,65,50,45,35,133,Medium Slow,Human-Like,,50,25
357,302,Mega Sableye,3,Normal,Darkness Pokémon,Dark,Ghost,0.5,161,Magic Bounce,,,50,85,125,85,115,20,45,35,168,Medium Slow,Human-Like,,50,25
358,303,Mawile,3,Normal,Deceiver Pokémon,Steel,Fairy,0.6,11.5,Hyper Cutter,Intimidate,Sheer Force,50,85,85,55,55,50,45,70,133,Fast,Fairy,Field,50,20
359,303,Mega Mawile,3,Normal,Deceiver Pokémon,Steel,Fairy,1,23.5,Huge Power,,,50,105,125,55,95,50,45,70,168,Fast,Fairy,Field,50,20
360,304,Aron,3,Normal,Iron Armor Pokémon,Steel,Rock,0.4,60,Sturdy,Rock Head,Heavy Metal,50,70,100,40,40,30,180,35,66,Slow,Monster,,50,35
361,305,Lairon,3,Normal,Iron Armor Pokémon,Steel,Rock,0.9,120,Sturdy,Rock Head,Heavy Metal,60,90,140,50,50,40,90,35,151,Slow,Monster,,50,35
362,306,Aggron,3,Normal,Iron Armor Pokémon,Steel,Rock,2.1,360,Sturdy,Rock Head,Heavy Metal,70,110,180,60,60,50,45,35,239,Slow,Monster,,50,35
363,306,Mega Aggron,3,Normal,Iron Armor Pokémon,Steel,,2.2,395,Filter,,,70,140,230,60,80,50,45,35,284,Slow,Monster,,50,35
364,307,Meditite,3,Normal,Meditate Pokémon,Fighting,Psychic,0.6,11.2,Pure Power,,Telepathy,30,40,55,40,55,60,180,70,56,Medium Fast,Human-Like,,50,20
365,308,Medicham,3,Normal,Meditate Pokémon,Fighting,Psychic,1.3,31.5,Pure Power,,Telepathy,60,60,75,60,75,80,90,70,144,Medium Fast,Human-Like,,50,20
366,308,Mega Medicham,3,Normal,Meditate Pokémon,Fighting,Psychic,1.3,31.5,Pure Power,,,60,100,85,80,85,100,90,70,179,Medium Fast,Human-Like,,50,20
367,309,Electrike,3,Normal,Lightning Pokémon,Electric,,0.6,15.2,Static,Lightning Rod,Minus,40,45,40,65,40,65,120,70,59,Slow,Field,,50,20
368,310,Manectric,3,Normal,Discharge Pokémon,Electric,,1.5,40.2,Static,Lightning Rod,Minus,70,75,60,105,60,105,45,70,166,Slow,Field,,50,20
369,310,Mega Manectric,3,Normal,Discharge Pokémon,Electric,,1.8,44,Intimidate,,,70,75,80,135,80,135,45,70,201,Slow,Field,,50,20
370,311,Plusle,3,Normal,Cheering Pokémon,Electric,,0.4,4.2,Plus,,Lightning Rod,60,50,40,85,75,95,200,70,142,Medium Fast,Fairy,,50,20
371,312,Minun,3,Normal,Cheering Pokémon,Electric,,0.4,4.2,Minus,,Volt Absorb,60,40,50,75,85,95,200,70,142,Medium Fast,Fairy,,50,20
372,313,Volbeat,3,Normal,Firefly Pokémon,Bug,,0.7,17.7,Illuminate,Swarm,Prankster,65,73,75,47,85,85,150,70,151,Erratic,Bug,Human-Like,100,15
373,314,Illumise,3,Normal,Firefly Pokémon,Bug,,0.6,17.7,Oblivious,Tinted Lens,Prankster,65,47,75,73,85,85,150,70,151,Fluctuating,Bug,Human-Like,0,15
374,315,Roselia,3,Normal,Thorn Pokémon,Grass,Poison,0.3,2,Natural Cure,Poison Point,Leaf Guard,50,60,45,100,80,65,150,70,140,Medium Slow,Fairy,Grass,50,20
375,316,Gulpin,3,Normal,Stomach Pokémon,Poison,,0.4,10.3,Liquid Ooze,Sticky Hold,Gluttony,70,43,53,43,53,40,225,70,60,Fluctuating,Amorphous,,50,20
376,317,Swalot,3,Normal,Poison Bag Pokémon,Poison,,1.7,80,Liquid Ooze,Sticky Hold,Gluttony,100,73,83,73,83,55,75,70,163,Fluctuating,Amorphous,,50,20
377,318,Carvanha,3,Normal,Savage Pokémon,Water,Dark,0.8,20.8,Rough Skin,,Speed Boost,45,90,20,65,20,65,225,35,61,Slow,Water 2,,50,20
378,319,Sharpedo,3,Normal,Brutal Pokémon,Water,Dark,1.8,88.8,Rough Skin,,Speed Boost,70,120,40,95,40,95,60,35,161,Slow,Water 2,,50,20
379,319,Mega Sharpedo,3,Normal,Brutal Pokémon,Water,Dark,2.5,130.3,Strong Jaw,,,70,140,70,110,65,105,60,35,196,Slow,Water 2,,50,20
380,320,Wailmer,3,Normal,Ball Whale Pokémon,Water,,2,130,Water Veil,Oblivious,Pressure,130,70,35,70,35,60,125,70,80,Fluctuating,Field,Water 2,50,40
381,321,Wailord,3,Normal,Float Whale Pokémon,Water,,14.5,398,Water Veil,Oblivious,Pressure,170,90,45,90,45,60,60,70,175,Fluctuating,Field,Water 2,50,40
382,322,Numel,3,Normal,Numb Pokémon,Fire,Ground,0.7,24,Oblivious,Simple,Own Tempo,60,60,40,65,45,35,255,70,61,Medium Fast,Field,,50,20
383,323,Camerupt,3,Normal,Eruption Pokémon,Fire,Ground,1.9,220,Magma Armor,Solid Rock,Anger Point,70,100,70,105,75,40,150,70,161,Medium Fast,Field,,50,20
384,323,Mega Camerupt,3,Normal,Eruption Pokémon,Fire,Ground,2.5,320.5,Sheer Force,,,70,120,100,145,105,20,150,70,196,Medium Fast,Field,,50,20
385,324,Torkoal,3,Normal,Coal Pokémon,Fire,,0.5,80.4,White Smoke,Drought,Shell Armor,70,85,140,85,70,20,90,70,165,Medium Fast,Field,,50,20
386,325,Spoink,3,Normal,Bounce Pokémon,Psychic,,0.7,30.6,Thick Fat,Own Tempo,Gluttony,60,25,35,70,80,60,255,70,66,Fast,Field,,50,20
387,326,Grumpig,3,Normal,Manipulate Pokémon,Psychic,,0.9,71.5,Thick Fat,Own Tempo,Gluttony,80,45,65,90,110,80,60,70,165,Fast,Field,,50,20
388,327,Spinda,3,Normal,Spot Panda Pokémon,Normal,,1.1,5,Own Tempo,Tangled Feet,Contrary,60,60,60,60,60,60,255,70,126,Fast,Field,Human-Like,50,15
389,328,Trapinch,3,Normal,Ant Pit Pokémon,Ground,,0.7,15,Hyper Cutter,Arena Trap,Sheer Force,45,100,45,45,45,10,255,70,58,Medium Slow,Bug,Dragon,50,20
390,329,Vibrava,3,Normal,Vibration Pokémon,Ground,Dragon,1.1,15.3,Levitate,,,50,70,50,50,50,70,120,70,119,Medium Slow,Bug,Dragon,50,20
391,330,Flygon,3,Normal,Mystic Pokémon,Ground,Dragon,2,82,Levitate,,,80,100,80,80,80,100,45,70,234,Medium Slow,Bug,Dragon,50,20
392,331,Cacnea,3,Normal,Cactus Pokémon,Grass,,0.4,51.3,Sand Veil,,Water Absorb,50,85,40,85,40,35,190,35,67,Medium Slow,Grass,Human-Like,50,20
393,332,Cacturne,3,Normal,Scarecrow Pokémon,Grass,Dark,1.3,77.4,Sand Veil,,Water Absorb,70,115,60,115,60,55,60,35,166,Medium Slow,Grass,Human-Like,50,20
394,333,Swablu,3,Normal,Cotton Bird Pokémon,Normal,Flying,0.4,1.2,Natural Cure,,Cloud Nine,45,40,60,40,75,50,255,70,62,Erratic,Dragon,Flying,50,20
395,334,Altaria,3,Normal,Humming Pokémon,Dragon,Flying,1.1,20.6,Natural Cure,,Cloud Nine,75,70,90,70,105,80,45,70,172,Erratic,Dragon,Flying,50,20
396,334,Mega Altaria,3,Normal,Humming Pokémon,Dragon,Fairy,1.5,20.6,Pixilate,,,75,110,110,110,105,80,45,70,207,Erratic,Dragon,Flying,50,20
397,335,Zangoose,3,Normal,Cat Ferret Pokémon,Normal,,1.3,40.3,Immunity,,Toxic Boost,73,115,60,60,60,90,90,70,160,Erratic,Field,,50,20
398,336,Seviper,3,Normal,Fang Snake Pokémon,Poison,,2.7,52.5,Shed Skin,,Infiltrator,73,100,60,100,60,65,90,70,160,Fluctuating,Dragon,Field,50,20
399,337,Lunatone,3,Normal,Meteorite Pokémon,Rock,Psychic,1,168,Levitate,,,90,55,65,95,85,70,45,70,161,Fast,Mineral,,,25
400,338,Solrock,3,Normal,Meteorite Pokémon,Rock,Psychic,1.2,154,Levitate,,,90,95,85,55,65,70,45,70,161,Fast,Mineral,,,25
401,339,Barboach,3,Normal,Whiskers Pokémon,Water,Ground,0.4,1.9,Oblivious,Anticipation,Hydration,50,48,43,46,41,60,190,70,58,Medium Fast,Water 2,,50,20
402,340,Whiscash,3,Normal,Whiskers Pokémon,Water,Ground,0.9,23.6,Oblivious,Anticipation,Hydration,110,78,73,76,71,60,75,70,164,Medium Fast,Water 2,,50,20
403,341,Corphish,3,Normal,Ruffian Pokémon,Water,,0.6,11.5,Hyper Cutter,Shell Armor,Adaptability,43,80,65,50,35,35,205,70,62,Fluctuating,Water 1,Water 3,50,15
404,342,Crawdaunt,3,Normal,Rogue Pokémon,Water,Dark,1.1,32.8,Hyper Cutter,Shell Armor,Adaptability,63,120,85,90,55,55,155,70,164,Fluctuating,Water 1,Water 3,50,15
405,343,Baltoy,3,Normal,Clay Doll Pokémon,Ground,Psychic,0.5,21.5,Levitate,,,40,40,55,40,70,55,255,70,60,Medium Fast,Mineral,,,20
406,344,Claydol,3,Normal,Clay Doll Pokémon,Ground,Psychic,1.5,108,Levitate,,,60,70,105,70,120,75,90,70,175,Medium Fast,Mineral,,,20
407,345,Lileep,3,Normal,Sea Lily Pokémon,Rock,Grass,1,23.8,Suction Cups,,Storm Drain,66,41,77,61,87,23,45,70,71,Erratic,Water 3,,87.5,30
408,346,Cradily,3,Normal,Barnacle Pokémon,Rock,Grass,1.5,60.4,Suction Cups,,Storm Drain,86,81,97,81,107,43,45,70,173,Erratic,Water 3,,87.5,30
409,347,Anorith,3,Normal,Old Shrimp Pokémon,Rock,Bug,0.7,12.5,Battle Armor,,Swift Swim,45,95,50,40,50,75,45,70,71,Erratic,Water 3,,87.5,30
410,348,Armaldo,3,Normal,Plate Pokémon,Rock,Bug,1.5,68.2,Battle Armor,,Swift Swim,75,125,100,70,80,45,45,70,173,Erratic,Water 3,,87.5,30
411,349,Feebas,3,Normal,Fish Pokémon,Water,,0.6,7.4,Swift Swim,Oblivious,Adaptability,20,15,20,10,55,80,255,70,40,Erratic,Dragon,Water 1,50,20
412,350,Milotic,3,Normal,Tender Pokémon,Water,,6.2,162,Marvel Scale,Competitive,Cute Charm,95,60,79,100,125,81,60,70,189,Erratic,Dragon,Water 1,50,20
413,351,Castform,3,Normal,Weather Pokémon,Normal,,0.3,0.8,Forecast,,,70,70,70,70,70,70,45,70,147,Medium Fast,Amorphous,Fairy,50,25
414,351,Castform Sunny Form,3,Normal,Weather Pokémon,Fire,,0.3,0.8,Forecast,,,70,70,70,70,70,70,45,70,147,Medium Fast,Amorphous,Fairy,50,25
415,351,Castform Rainy Form,3,Normal,Weather Pokémon,Water,,0.3,0.8,Forecast,,,70,70,70,70,70,70,45,70,147,Medium Fast,Amorphous,Fairy,50,25
416,351,Castform Snowy Form,3,Normal,Weather Pokémon,Ice,,0.3,0.8,Forecast,,,70,70,70,70,70,70,45,70,147,Medium Fast,Amorphous,Fairy,50,25
417,352,Kecleon,3,Normal,Color Swap Pokémon,Normal,,1,22,Color Change,,Protean,60,90,70,60,120,40,200,70,154,Medium Slow,Field,,50,20
418,353,Shuppet,3,Normal,Puppet Pokémon,Ghost,,0.6,2.3,Insomnia,Frisk,Cursed Body,44,75,35,63,33,45,225,35,59,Fast,Amorphous,,50,25
419,354,Banette,3,Normal,Marionette Pokémon,Ghost,,1.1,12.5,Insomnia,Frisk,Cursed Body,64,115,65,83,63,65,45,35,159,Fast,Amorphous,,50,25
420,354,Mega Banette,3,Normal,Marionette Pokémon,Ghost,,1.2,13,Prankster,,,64,165,75,93,83,75,45,35,194,Fast,Amorphous,,50,25
421,355,Duskull,3,Normal,Requiem Pokémon,Ghost,,0.8,15,Levitate,,Frisk,20,40,90,30,90,25,190,35,59,Fast,Amorphous,,50,25
422,356,Dusclops,3,Normal,Beckon Pokémon,Ghost,,1.6,30.6,Pressure,,Frisk,40,70,130,60,130,25,90,35,159,Fast,Amorphous,,50,25
423,357,Tropius,3,Normal,Fruit Pokémon,Grass,Flying,2,100,Chlorophyll,Solar Power,Harvest,99,68,83,72,87,51,200,70,161,Slow,Grass,Monster,50,25
424,358,Chimecho,3,Normal,Wind Chime Pokémon,Psychic,,0.6,1,Levitate,,,75,50,80,95,90,65,45,70,159,Fast,Amorphous,,50,25
425,359,Absol,3,Normal,Disaster Pokémon,Dark,,1.2,47,Pressure,Super Luck,Justified,65,130,60,75,60,75,30,35,163,Medium Slow,Field,,50,25
426,359,Mega Absol,3,Normal,Disaster Pokémon,Dark,,1.2,49,Magic Bounce,,,65,150,60,115,60,115,30,35,198,Medium Slow,Field,,50,25
427,360,Wynaut,3,Normal,Bright Pokémon,Psychic,,0.6,14,Shadow Tag,,Telepathy,95,23,48,23,48,23,125,70,52,Medium Fast,Undiscovered,,50,20
428,361,Snorunt,3,Normal,Snow Hat Pokémon,Ice,,0.7,16.8,Inner Focus,Ice Body,Moody,50,50,50,50,50,50,190,70,60,Medium Fast,Fairy,Mineral,50,20
429,362,Glalie,3,Normal,Face Pokémon,Ice,,1.5,256.5,Inner Focus,Ice Body,Moody,80,80,80,80,80,80,75,70,168,Medium Fast,Fairy,Mineral,50,20
430,362,Mega Glalie,3,Normal,Face Pokémon,Ice,,2.1,350.2,Refrigerate,,,80,120,80,120,80,100,75,70,203,Medium Fast,Fairy,Mineral,50,20
431,363,Spheal,3,Normal,Clap Pokémon,Ice,Water,0.8,39.5,Thick Fat,Ice Body,Oblivious,70,40,50,55,50,25,255,70,58,Medium Slow,Field,Water 1,50,20
432,364,Sealeo,3,Normal,Ball Roll Pokémon,Ice,Water,1.1,87.6,Thick Fat,Ice Body,Oblivious,90,60,70,75,70,45,120,70,144,Medium Slow,Field,Water 1,50,20
433,365,Walrein,3,Normal,Ice Break Pokémon,Ice,Water,1.4,150.6,Thick Fat,Ice Body,Oblivious,110,80,90,95,90,65,45,70,239,Medium Slow,Field,Water 1,50,20
434,366,Clamperl,3,Normal,Bivalve Pokémon,Water,,0.4,52.5,Shell Armor,,Rattled,35,64,85,74,55,32,255,70,69,Erratic,Water 1,,50,20
435,367,Huntail,3,Normal,Deep Sea Pokémon,Water,,1.7,27,Swift Swim,,Water Veil,55,104,105,94,75,52,60,70,170,Erratic,Water 1,,50,20
436,368,Gorebyss,3,Normal,South Sea Pokémon,Water,,1.8,22.6,Swift Swim,,Hydration,55,84,105,114,75,52,60,70,170,Erratic,Water 1,,50,20
437,369,Relicanth,3,Normal,Longevity Pokémon,Water,Rock,1,23.4,Swift Swim,Rock Head,Sturdy,100,90,130,45,65,55,25,70,170,Slow,Water 1,Water 2,87.5,40
438,370,Luvdisc,3,Normal,Rendezvous Pokémon,Water,,0.6,8.7,Swift Swim,,Hydration,43,30,55,40,65,97,225,70,116,Fast,Water 2,,25,20
439,371,Bagon,3,Normal,Rock Head Pokémon,Dragon,,0.6,42.1,Rock Head,,Sheer Force,45,75,60,40,30,50,45,35,60,Slow,Dragon,,50,40
440,372,Shelgon,3,Normal,Endurance Pokémon,Dragon,,1.1,110.5,Rock Head,,Overcoat,65,95,100,60,50,50,45,35,147,Slow,Dragon,,50,40
441,373,Salamence,3,Normal,Dragon Pokémon,Dragon,Flying,1.5,102.6,Intimidate,,Moxie,95,135,80,110,80,100,45,35,270,Slow,Dragon,,50,40
442,373,Mega Salamence,3,Normal,Dragon Pokémon,Dragon,Flying,1.8,112.6,Aerilate,,,95,145,130,120,90,120,45,35,315,Slow,Dragon,,50,40
443,374,Beldum,3,Normal,Iron Ball Pokémon,Steel,Psychic,0.6,95.2,Clear Body,,Light Metal,40,55,80,35,60,30,3,35,60,Slow,Mineral,,,40
444,375,Metang,3,Normal,Iron Claw Pokémon,Steel,Psychic,1.2,202.5,Clear Body,,Light Metal,60,75,100,55,80,50,3,35,147,Slow,Mineral,,,40
445,376,Metagross,3,Normal,Iron Leg Pokémon,Steel,Psychic,1.6,550,Clear Body,,Light Metal,80,135,130,95,90,70,3,35,270,Slow,Mineral,,,40
446,376,Mega Metagross,3,Normal,Iron Leg Pokémon,Steel,Psychic,2.5,942.9,Tough Claws,,,80,145,150,105,110,110,3,35,315,Slow,Mineral,,,40
447,377,Regirock,3,Sub Legendary,Rock Peak Pokémon,Rock,,1.7,230,Clear Body,,Sturdy,80,100,200,50,100,50,3,35,261,Slow,Undiscovered,,,80
448,378,Regice,3,Sub Legendary,Iceberg Pokémon,Ice,,1.8,175,Clear Body,,Ice Body,80,50,100,100,200,50,3,35,261,Slow,Undiscovered,,,80
449,379,Registeel,3,Sub Legendary,Iron Pokémon,Steel,,1.9,205,Clear Body,,Light Metal,80,75,150,75,150,50,3,35,261,Slow,Undiscovered,,,80
450,380,Latias,3,Sub Legendary,Eon Pokémon,Dragon,Psychic,1.4,40,Levitate,,,80,80,90,110,130,110,3,90,270,Slow,Undiscovered,,0,120
451,380,Mega Latias,3,Sub Legendary,Eon Pokémon,Dragon,Psychic,1.8,52,Levitate,,,80,100,120,140,150,110,3,90,315,Slow,Undiscovered,,0,120
452,381,Latios,3,Sub Legendary,Eon Pokémon,Dragon,Psychic,2,60,Levitate,,,80,90,80,130,110,110,3,90,270,Slow,Undiscovered,,100,120
453,381,Mega Latios,3,Sub Legendary,Eon Pokémon,Dragon,Psychic,2.3,70,Levitate,,,80,130,100,160,120,110,3,90,315,Slow,Undiscovered,,100,120
454,382,Kyogre,3,Legendary,Sea Basin Pokémon,Water,,4.5,352,Drizzle,,,100,100,90,150,140,90,3,0,302,Slow,Undiscovered,,,120
455,382,Primal Kyogre,3,Legendary,Sea Basin Pokémon,Water,,9.8,430,Primordial Sea,,,100,150,90,180,160,90,5,0,347,Slow,Undiscovered,,,120
456,383,Groudon,3,Legendary,Continent Pokémon,Ground,,3.5,950,Drought,,,100,150,140,100,90,90,3,0,302,Slow,Undiscovered,,,120
457,383,Primal Groudon,3,Legendary,Continent Pokémon,Ground,Fire,5,999.7,Desolate Land,,,100,180,160,150,90,90,5,0,347,Slow,Undiscovered,,,120
458,384,Rayquaza,3,Legendary,Sky High Pokémon,Dragon,Flying,7,206.5,Air Lock,,,105,150,90,150,90,95,45,0,306,Slow,Undiscovered,,,120
459,384,Mega Rayquaza,3,Legendary,Sky High Pokémon,Dragon,Flying,10.8,392,Delta Stream,,,105,180,100,180,100,115,3,0,351,Slow,Undiscovered,,,120
